hhsize,children,region,tenure,hhincome,gross_pay,number_in_work,food_and_drink,tobacco_alcohol,clothing,housing_and_energy,household_goods,health,transport,communication,recreation,education,restaurants_etc,misc_goods,total_consumption,non_consumption,total_expenditure,weight
2,0,South West,Rented,510.11,0,2,29.8,2.495,0,90.9615384615385,0.875,10.535,0,7.39,15.69,0,33.14,9.695,293.95,22.8218791451732,152.407859358842,3538.546227880106
1,0,Yorkshire,Rented,105.3,0,0,16.775,0,8.92076923076923,17.5,2.63,0,0,2.54,9.735,0,0,5.135,68.9,3.5,48.555,3959.156304391332
2,0,East Midlands,Owned outright,482.69,0,1,7.385,0,0,15.16,12.42,92.22,9,1.45,489.46,0,11.05,70.015,781.145,143.881980991756,888.010971027783,3150.0908985307387
1,0,West Midlands,Mortgaged,429.2,0,1,71.14,136.925,0.59,22.96,1.885,0,50.59,34.995,88.23,1.54,66.41,15.92,466.18,78.7211835605612,568.066505655765,3490.7263474855413
2,0,London,Mortgaged,230.79,0,1,26.905,24.01,0,59.84,0.795,12.56,80.76,12.31,32.38,0,22.55,14.65,241.625,52.610118231348,259.911638401425,4854.992057488228
1,0,Scotland,Rented,108.232,0,0,14.755,0,0,27.725,0.375,0,12.31,1.04,1.7,0,0.3,0,57.0215384615385,9.32,65.335,3116.0873158677277
1,0,North West,Rented,136.832,0,0,25.11,0,0,36.73,29.29,0,5.1,4.15,11.935,0,0,14.37,95.8811538461538,62.1,117.29,4678.628141236836
1,0,East Midlands,Rented,76.93,0,0,9.465,0,0,39,6.82,0,84.13,0,11.33,0,6.475,12.885,178.59,0.91,206.679449311396,3869.762609484478
1,0,South East,Rented,212.462,0,0,18.895,0,0,75.21,135.33,0,28,13.85,79.93,0,15.375,8.06,618.275,6.58,292.513318648159,4554.406382970485
1,0,Scotland,Owned outright,125.002,0,0,27.95,0,0,25.69,7.44,0,8.04,5.1,19.295,0,5.685,4.95,88.23,24.3558376461084,191.314001684121,3216.124307037967
3,2,Wales,Rented,157.05,0,0,26.08,0.285,3.25,79.53,1.415,0,0,26,40.15,0,13.35,0,235.445,13.7029281078382,202.245,3177.9233681020783
5,1,Scotland,Rented,379.142,412.83,2,96.08,50.405,55.19,222.45,73.78,0,84.015,12.69,45.335,0,66.085,41.315,477.46,98.5707223211775,581.253884476299,4009.524579665864
2,0,Yorkshire,Owned outright,544.02,0,1,20.98,0,0,19.79,1.445,0,112.26,0.46,8.49,0,15.2,16.35,203.150769230769,40.9846191428571,320.19398142751,3188.0669790948655
1,0,London,Owned outright,236.692,0,0,0.895,0,30.605,15.57,0.525,0,0,6.94,2.42,0,13,7.395,135.185,45.1480050555712,102.084798169905,3605.179258712028
1,0,Northern Ireland,Owned outright,143.85,0,0,27.255,0,0,22.56,7.335,0,4.5,10,14.15,0,3.825,8.77,115.655,76.6282043638407,282.08403662574,1208.288952790968
4,2,Yorkshire,Mortgaged,664.8582,461.29,2,29.47,0.915,41.745,14.04,14.29,0,58.69,13.43,22.32,0,65.63,32.62,311.632307692308,155.749526101605,470.73495296916,3263.5194549525386
4,0,South West,Rented,803.28,533.58,3,46.265,38.985,56.99,37.595,11.045,0,179.01,56.495,48.195,0,117.64,27.76,556.65,41.4397826113777,651.455837052118,6462.17976178371
1,0,South East,Owned outright,165.622,0,0,15.24,6.935,0,23.61,4.4,0,25,14.23,8.8,0,7,10.18,92.38,22.3906955301664,73.6093015214385,3528.852333630842
2,0,Scotland,Owned outright,1017.77,703.75,2,61.96,60.96,14.75,20.62,2.215,9.19,8.5,10.85,328.46,0,73.47,60.97,914.08,174.443436748807,793.275252648355,3438.284378338106
1,0,South West,Rented,157.792,0,0,36.1,0,1.75,56.15,4.83,7.465,33,1.62,10.255,0,9.575,7.565,192.86,3.18059378475303,133.598811314326,2915.588601047262
3,1,Eastern,Mortgaged,703.01,420.33,2,68.405,1.495,5.495,34.61,3.54,0.745,47.12,3.85,39.41,0,47.365,18.25,239.77,83.8431627692381,421.857036335031,4752.88137244509
2,0,Northern Ireland,Mortgaged,266.284,0,0,27.34,6.065,0,17.03,0,0,0,10.62,50.47,0,14.85,10.68,159.535,161.994620399579,320.816511258925,1284.5409250815703
6,2,East Midlands,Mortgaged,465.46,332.04,2,57.215,6.235,12.49,36.415,0,0,20,4.28,11.03,0,64.1,29.675,276.25,115.98992222448,247.309,2211.4071334815385
3,0,South East,Owned outright,369.26,0,1,111.175,0,27.49,70.61,13.34,3.185,81.735,4.64,86.255,0,105.675,43.085,691.87,39.3512068190502,588.188724099517,3975.171217313437
2,0,Merseyside,Rented,267.86,250,2,32.08,14.585,0,78.43,0.885,0.59,13.05,1.92,77.61,0,5.22,4.165,257.76,47.6994390489914,227.552023579559,4053.796694639287
1,0,Scotland,Rented,146.292,0,0,17.415,4.995,0.5,40.035,16.41,0,3,33.115,18.17,0,2,8.85,113.919615384615,15.1374642857143,136.685861240239,4854.79218338003
1,0,North West,Mortgaged,258.69,329.85,1,25.665,0,9.995,8.54,7.95,0,5,0,5.12,0,0.3,14.805,89.195,65.6651156992248,78.614457508175,3889.8499573618096
1,0,South East,Rented,240.68,295.64,1,13.81,0,1.585,56.13,12.395,0,20.9,5.77,7.61,0,2.6,7.46,76.36,23.4906310071544,171.424400296229,4315.481870842379
4,2,South West,Mortgaged,606.13,400,2,162.99,84.875,8,31.58,34.885,0,135.595,3.69,142.82,0,39.86,43.43,434.22,396.942772307015,1527.52,4520.102989145125
1,0,Eastern,Mortgaged,477.49,578.51,1,11.32,0,0,19.18,20.76,0,0,4.85,54.805,0,6.075,5.64,175.54,346.641872988901,411.794699499165,3914.53440972847
2,0,West Midlands,Mortgaged,2577.53,1442.42,2,40.65,11.37,15.65,20.71,9.485,0.225,9.5,6.5,65.36,0,194.95,19.13,457.81,244.092672061834,603.805326798182,4407.5988504738825
6,4,London,Mortgaged,921.85,881.15,2,76.02,7.42,55.17,23.25,52.165,3.49,71.495,11.08,75.695,0,14.3,47.375,375.665,174.434425805284,852.254252352055,3356.0611670640683
2,0,South West,Mortgaged,480.38,578.59,2,15.96,19,93.22,16.35,0.435,0.275,84.63,7.38,40.105,0,0.25,16.52,207.475,120.45240707741,332.543334979404,3546.0415069388123
1,0,East Midlands,Rented,278.55,327.55,1,15.71,0,0,52.18,0,0,16.73,3.04,2.98,0,4.425,4.64,127.54,21.7278008358553,141.194810007501,4067.038354309674
1,0,London,Rented,227.9,271.6,1,30.075,0,0,84.9253846153846,0,0,64.85,19.01,2.42,0,11.25,10.535,241.625,7.65719917771248,224.051383880403,5271.279856408935
1,0,Yorkshire,Owned outright,223.322,125.8,1,20.41,6.07,0,24.9,2,0,25,5.77,6.32,0,1.5,21.69,77.335,26.7387766211792,136.851961328056,3511.638176059339
5,3,Merseyside,Mortgaged,722.64,0,1,129.91,15.455,227.48,30.23,9.155,13.59,10.55,34.53,55.325,0,60.3,69.445,944.28,93.9655,664.971717857143,4227.462310429599
2,0,South West,Owned outright,204.428,0,0,55.78,0,14.95,16.155,20.165,0,24,3.195,8.725,0,33.65,17.425,123.67,16.34807265779,164.565,3348.815730640647
2,0,Scotland,Rented,794.524,0,1,57.17,7.935,11.745,72.98,9.325,0,87.635,11.77,25.76,0,65.015,30.205,428.68,46.2167918502748,439.67355340097,3650.550681280746
4,2,Wales,Mortgaged,590.96,537.69,2,34.96,1.745,15.24,11.92,4.18,0,26.045,6.46,96.64,0,2.125,18.375,230.26,129.433015384615,456.29961298377,3282.282636862839
1,0,South West,Rented,500,0,0,27.695,49.69,40,96.09,0,3.99,93.08,54.34,25.565,0,29.915,24.805,425.64,51.8428016479534,400.011604456975,4966.271967246564
1,0,Yorkshire,Owned outright,187.592,0,0,26.115,0,6,17.22,4.685,1.395,68.085,3.78,22.84,0,14.125,8.785,289.85,20.1845177421565,270.637393885611,4246.100571022255
1,0,South East,Rented,130.922,0,0,21.44,0,11.62,22.5,8.5,0,15,8.27,12.54,0,2.555,7.15,110.24,10.03,155.512178876559,3837.3580196872954
1,0,Scotland,Owned outright,303.572,0,0,21.925,6.29,0,44.47,12.63,0,0,8.08,9.185,0,9.945,23.2,205.89,37.0677857192103,192.113846153846,3793.2607945585737
3,1,South East,Rented,391.45,366.88,2,47.8,1.69,0,102.34,0,0,42.015,16.96,7.075,0,30.925,18.195,315.54,22.521564479707,218.2165,4286.575077939288
1,0,Scotland,Rented,480.77,0,1,33.96,0,0,29.02,4.495,2.09,19.62,6.92,50.8,0,57.195,77.735,305.08,57.8076839779006,479.474964640128,4293.6706087815355
1,0,Yorkshire,Owned outright,511.422,0,0,7.12,0,0,16.22,16.555,0,61.47,6.545,72.38,0,31.47,9.16,198.14,414.59,874.650005803052,3721.8557693926023
4,2,South West,Mortgaged,530.41,0,2,42.16,0,50.485,15.06,34.25,0,193.72,21.4,46.41,0,60.625,22.035,386.045,284.833901086957,814.86772465818,2769.130848240084
2,0,South East,Owned outright,398.864,0,1,51.865,4.5,27,15.29,10.975,0.275,39.325,14.15,192.915,0,42.755,19.215,471.91,41.5296469328165,386.63,3940.917792015146
1,0,Yorkshire,Owned outright,102.77,0,0,24.245,1.035,4.5,21.15,10.49,0,0.7,1.15,15.895,0,0,2.44,50.435,5.77,149.190630888954,4687.22272789079
1,0,Eastern,Mortgaged,290.81,375.08,1,29.08,0,0,89.43,34.19,1.26,16.175,0,13.99,0,33.15,19.22,254.475,122.759036531882,274.977653772812,5083.248289089465
3,0,Scotland,Other,57.69,0,0,84.095,36.675,15.485,88.45,46.565,0,58.38,48.93,230.355,0,15.085,22.655,430.495,26.2277264825639,549.656137995481,5536.237971134314
2,0,London,Mortgaged,778.9912,500.04,2,33.085,7.645,0,21.93,1.88,1.135,19.705,28.65,5.175,0,25.695,28.505,250.555,199.913059340012,313.314678280152,4761.076210882611
2,0,South East,Rented,556.35,705.83,2,51.075,10.13,10,238.45,190.775,0,17.1,14.78,161.35,0,56.06,0,434.93,82.4661977110549,882.44,3874.634540872608
2,0,South West,Mortgaged,704.36,499.66,2,39.105,5.12,15,47.35,127.025,10.92,187.3,16.93,35.31,0,32.93,22.88,864.015,72.2922011757182,610.416908353103,4824.211444820495
1,0,Scotland,Mortgaged,246.51,298.86,1,28.91,0,3.5,15,11.46,0,91.205,5,7.595,0,0.6,4.81,162.3,30.8415921959847,264.186622478651,3459.221191175434
2,0,Eastern,Owned outright,254.134,0,0,62.96,17.16,88.75,20.25,5.13,0,53.46,3.76,50.285,0,61.87,51.945,408.11,52.5508111220402,548.928740825565,3581.494176886509
4,2,West Midlands,Mortgaged,814.1812,916.91,2,70.49,0,42.6192307692308,25.435,6.73,0.625,57.855,10.85,1007.125,0,7.305,30.185,1355.875,207.847016473365,1294.51116972172,3898.3196226981304
1,0,South East,Owned outright,306.042,0,0,15.6,5.745,0,25.21,17.5,0,0,8.08,11.745,0,0,20.88,70.68,20.797432885906,155.717193317952,3964.103188570063
2,0,Northern Ireland,Owned outright,621.66,0,0,92.395,63.985,0,29.19,139.06,0,58.625,7.74,40.53,0,149.97,103.64,668.44,54.759000036535,966.103640447867,1123.142582684031
5,3,South West,Mortgaged,252.1864,274,2,65.335,4.93,0,46.89,14.84,3.095,36.405,11.92,68.765,0,34.055,32.965,377.075,100.952602593362,429.588431859457,3892.0735568158902
4,2,Eastern,Mortgaged,419.48,302,2,30.23,44.7,13.495,22.13,56.095,2.465,43.5,3.92,40.77,3.5,9.77,24.83,173.49,101.672114437909,485.783772983574,3719.782075519689
2,0,Wales,Owned outright,1222.774,746.46,2,31.59,0,0,16.7,6.88,5.475,33.37,6.59,5.69,0,71.87,26.945,340.32,36.1130352733905,264.85462814751,3212.6265101439035
4,0,Eastern,Mortgaged,1770.68,0,3,63.375,40.705,101.995,113.68,28.21,0,62.735,19.5,180.07,0,51.835,24.935,340.14,705.104574350552,2167.02395106261,4277.855569967629
2,0,Eastern,Owned outright,829.59,0,0,34.55,13.715,9.5,10.85,67.76,4.98,92.44,6.61,181.03,0,42.355,29.75,435.51,26.3931025011762,686.213078252358,3749.813160281587
1,0,Merseyside,Owned outright,141.9,0,0,25.45,0,9.995,22.13,7.83,0.595,22.13,10,15.55,0,12.62,20.025,100.775,43.6930482384032,150.590301823645,5725.84354705613
4,2,North West,Rented,542.62,0,2,89.425,54.84,0,203.42,0.745,0,0,19.62,17.22,0,81.92,25.415,353.295,30.0934495353937,493.385282614198,3707.314928018707
2,0,Scotland,Mortgaged,543.24,412.03,2,27.385,0,0,20.19,9.9,4.49,23.5,11.87,21.49,0,138.495,7.405,459.4,46.4516990754763,320.816845899209,4014.846227797531
1,0,East Midlands,Mortgaged,504.18,659.47,1,25.04,12.815,4.25,12.1,2.985,0,95.465,24.765,20.425,0,97.675,19.895,235.705,155.546156127278,353.219673937236,4118.455968652413
2,0,Scotland,Owned outright,448.78,0,1,26.635,13.455,7.5,36.16,20.09,0,92.345,3.7,11.34,0,14.925,9.53,289.995384615385,66.7014071429523,240.612815667015,4359.004457909931
2,0,Yorkshire,Owned outright,209.186,0,0,70.475,0,22.6,10.53,18.575,0,13.37,4,86.615,0,20.835,40.995,298.878846153846,26,390.475854605692,4640.05243834798
2,0,North East,Owned outright,171.274,0,0,54.24,0,8,12.47,8.02,0,3.85,3.74,1.15,0,15.21,7.56,104.995,9.96,83.77,4061.142068116837
1,0,South West,Mortgaged,220.48,288.48,1,13.375,1.285,0,8.22,1.985,1.495,116.29,2.31,3.505,0,0,7.565,169.11,170.254003620926,282.323286055539,3612.9993331966166
2,0,North East,Owned outright,549.91,0,2,11.81,3.62,29.745,22.54,137.74,0,156.72,40.12,50.77,0,31.78,39.065,480.59,139.269678280152,519.572835946488,3322.5572696716376
2,0,South East,Mortgaged,1000.4844,674.78,2,32.315,17.9,0,25.74,197.315,0,35.59,3.62,17.31,0,46.88,42.11,557.1,276.510447891864,418.972671660463,4759.077469800299
2,0,South West,Rented,411.542,283.59,2,7.66,27.68,10,124.25,26.92,1.995,19.62,15.46,48.745,0,29.07,15.85,257.76,55.7586901091769,296.2825432185,3682.480570070843
1,0,North West,Mortgaged,273.81,307.72,1,19.59,22.435,9.985,25.88,3.91,0,18.5,13.53,11.615,0,7,5.655,124.913461538462,74.4041061051014,226.318829664589,5332.666191899774
4,2,North West,Rented,199.092,0,0,32.59,0,59.865,43.68,4.585,0,163.81,15.89,13.71,0,5.4,27.405,364.67,1.62,337.1619494374,2917.1875939131187
1,0,North West,Rented,104,0,0,28.4,13.5,2,82.96,2.14,8.22,11.75,0,212.65,0,2.15,3.935,328.365,417.749196829362,304.77,5402.372287145766
7,2,Eastern,Owned outright,888.88,0,1,98.565,5.49,100.21,48.195,53.88,35,115.385,5,272.885,21.54,43.65,107.775,726.895,66.8502578606491,886.014816331047,4452.470587772047
2,0,West Midlands,Mortgaged,285.692,0,1,36.77,7.485,0,26.42,0.97,0,3.9,1.65,4.23,0,5.605,16.82,141.685,81.8659145482804,289.834587587996,4000.8550402212727
4,2,South East,Rented,641.043,593.54,2,86.665,4.385,10.875,85.5507692307692,16.94,5.245,47.75,8.13,34.9,0,24.82,18.895,495.735,44.1980276347482,332.095,3735.547145806492
2,0,East Midlands,Owned outright,495.714,488.6,1,54.4,9.98,73.675,22.52,30.26,3.595,46.9,6.35,23.79,0,6.14,28.83,391.39,62.2072897841285,524.932386895326,2996.887394570727
3,1,West Midlands,Rented,809.92,0,2,51.225,26.615,55,77.54,9.18,1.395,27.8,5.1,213.205,0,86.135,26.02,580.645,41.2048893530464,502.296077507951,4145.963642797895
1,0,Scotland,Rented,325.3478,405.95,1,19.8,0,1,41.32,5.77,0,31.99,5.77,13.28,0,6.05,11.66,166.555,25.8636881782387,188.695,4273.683197958303
4,2,West Midlands,Mortgaged,625.7944,338.34,2,47.105,18.555,16.9657692307692,27.38,33.095,0,128.135,7.22,38.175,0,88.245,37.7766,541.56,97.0510499949653,580.133723098366,4785.535804877539
3,1,Scotland,Mortgaged,672.73,680.23,2,100.415,26.85,13.25,6.15,11.105,0,37.42,7.19,58.485,0,75.46,26.585,373.055,110.064659335288,639.933843902273,4785.535804877539
2,0,Yorkshire,Owned outright,41.8847692307692,0,0,11.755,0,4,20.39,5.72,0,180.82,0,9.2,0,6.475,9.43,371.165,0,199.543598386632,3542.618662835336
1,0,Eastern,Owned outright,205.642,0,0,26.59,0,12.815,24.18,3.31,1.715,12.5,9.42,13.005,0,13.395,21.465,113.615,15.9709861604232,113.360384615385,3596.734577639216
1,0,Scotland,Rented,115.282,0,0,10.99,0,17.9361538461538,60.28,4.45,7.465,2,6.92,60.28,0,3.9,5.135,159.165,10.7418931838787,189.52565787921299,4431.908538887644
2,0,Wales,Rented,170,80,1,43.71,0,0,73.0346153846154,12.685,0,8,3.4,15.865,0,0,18.165,142.6,80.78,239.434177695575,3992.935028682589
2,0,Yorkshire,Owned outright,421.786,0,1,45.44,0,6.5,15.58,59.61,3.155,60.115,5.23,70.65,0,40.65,32.515,388.81,28.319614195724,351.2,3690.175723237795
4,2,Northern Ireland,Mortgaged,843.76,464.72,2,73.13,40.35,0,14.54,18.235,46.26,232.89,24,50.24,0,99.52,72.575,631.819230769231,108.349535256081,690.172359930314,936.9598508656986
2,0,North West,Owned outright,272.244,0,0,55.94,1.99,5.17,33.135,35.855,0,214.315,10.18,25.905,0,65.08,29.545,453.14,30.15,478.998216136824,3382.2446752424908
1,0,Northern Ireland,Mortgaged,384.77,503.21,1,9.965,15.07,0,26.26,5.275,0,18.68,4,60.93,0,5.24,12.235,162.205,173.3601327717,328.429223007308,982.25632064383
2,0,East Midlands,Owned outright,278.382,0,1,47.855,27.5,85.93,20.42,31.275,8.415,65.495,20.08,12.815,0,22.725,32.18,350.26,28.4893162361804,497.782582458725,3724.229274427851
2,0,Yorkshire,Mortgaged,547.9812,0,2,20.98,33.325,29.745,19.07,1.7,6.575,85.15,15.69,11.055,0,0.795,54.26,242.428461538462,144.630157896468,347.835678571429,4462.164482021311
2,0,Eastern,Mortgaged,860.93,369.26,2,28.49,0,35.86,25.61,75.025,0,48.5,3.24,6.585,0,42.31,433.525,273.35,105.983354331194,492.020774237498,4082.9033616506126
1,0,Eastern,Owned outright,223.44,0,0,68.635,12.425,13.125,73.38,10.985,0,13.3,5.38,13.925,0,11.18,40.995,263.51,45.0783159454723,316.84,4396.755680102314
3,2,Yorkshire,Rented,209.852,140.4,1,38.415,0,10.995,127.5,3.7,0,70.235,5.18,34.255,0,6.56,62.35,335.845,26.1785144289479,260.18,3240.234121343482
4,1,London,Owned outright,886.53,273.68,2,62.805,0,20.97,25.61,23.495,0,18.5,2.61,53.0673076923077,0,94.425,41.67,523.625,161.4904008449,560.062440342864,3873.3353591690993
7,5,East Midlands,Rented,469.66,0,2,78.04,3.99,81.49,46.15,8.36,0,37.5,48.85,84.725,0,84.6,38.98,464.87,89.9235332893063,1020.205,3192.83897342891
2,0,Scotland,Mortgaged,540.78,412.03,2,30.41,0,17,20.19,5.525,4.49,112.26,23.08,17.5,0,98.01,36.46,305.795,61.5308130099351,323.435099008256,3818.020199715835
3,1,South East,Mortgaged,237.5976,257.4,1,30.33,0,8.995,72.99,17.58,0.23,25.45,5.73,64.27,0,46.875,35.935,446.505,63.4221995776531,461.273231164091,2964.158009347694
1,0,East Midlands,Mortgaged,237,305.79,1,27.895,0,0,8.89,6.49,0.48,21.73,3.6,7.765,0,0,4.81,44.44,170.254003620926,225.82384586789,4200.454321554722
2,0,North East,Rented,468.38,288.16,2,42.35,10.08,73.675,121.35,8.1,40.87,77.895,7.15,81.21,8,44.205,13.53,363.84,89.575,408.361114947864,3366.2797308474383
2,1,Northern Ireland,Rented,120,0,0,21.77,40.865,0,4.9,3.21,0,0,0,9.685,0,11.7,5.09,77.635,0,72.063,1462.77866109767
4,2,Yorkshire,Rented,567.49,344.55,3,50.83,64.13,33.8288461538462,164.51,2.985,0,138.575,56.495,194.285,0,91.605,17.345,510.915,136.486851133772,563.323602577179,3873.3353591690993
1,0,Yorkshire,Owned outright,168.782,0,0,21.995,0,0,11.37,38.7307692307692,0,0,3.36,0.92,0,2.9,6.69,101.46,32.96,282.718552734566,4183.0652741385065
2,0,North East,Owned outright,262.064,0,0,47.495,1.99,7.5,28.36,12.48,0,10.68,6.46,88.45,0,51.515,11.82,293.611758241758,17.3099309477535,229.825255074703,3542.618662835336
1,0,London,Owned outright,165.39,0,0,20.265,0,0,16.26,0.57,0,4.5,2.77,12.855,0,8.875,8.34,104.34,17.0421833771605,66.325,4323.876583388134
3,1,East Midlands,Owned outright,129.94,0,0,28.285,0,0,14.72,2.345,0,8.2,4.985,21.54,0,0.65,4.5,70.74,4.24,158.105623521127,2916.338128953133
2,0,West Midlands,Owned outright,208.714,0,0,40.605,6.495,13.5,30.56,7.5,0.79,2.375,6.06,33.92,0,27.725,18.46,193.65,26.05,253.037569739086,3289.702963130961
2,0,South West,Rented,794.4544,531.84,2,74.48,13.5,15.99,63.3392307692308,24.45,0,74.8,17.57,85.95,0,71.87,15.995,555.834230769231,75.2210609787224,447.253058870092,3486.953723692656
3,1,Wales,Owned outright,577.292,403.88,2,47.74,0,45.475,26.43,4.355,19.91,47.66,10.51,176.315,0,51.245,35.415,450.545,120.934090050532,581.138941082312,3810.0252353865503
2,0,East Midlands,Mortgaged,161,0,0,41.87,3.995,0,23.11,3.475,2.475,0.87,6.92,3.095,0,12.62,3.56,137.45,61.6165033942559,169.83,3348.815730640647
4,2,Northern Ireland,Mortgaged,855.1276,0,2,77.295,17.57,0,17.31,38.01,0.895,78.13,24.46,11.955,90.38,61.895,45.755,317.335,69.1382017635215,619.323221690991,754.7746012120092
2,0,Yorkshire,Mortgaged,1086.63,0,2,76.73,4.34,167.225,50.8,35.41,15.94,836.335,11.54,207.73,0,90.335,153.9,1570.695,214.637386007656,1637.94429152567,4347.8614763759915
2,0,Eastern,Owned outright,242.554,0,0,16.325,0,1.25,10.15,4.22,0,101.49,4.23,17.425,0,42.965,18.27,220.295,34.4781665969025,344.13,3612.749490561325
2,0,Eastern,Rented,302.214,0,0,38.2,0,14,31.8107692307692,48.715,0,1,5.77,10.835,0,22.735,10.985,162.605,24.3393035714286,170.13972487138,3054.3262164239645
1,0,London,Rented,117.11,0,0,18.96,0,0,3.07,2.34,0,1.995,7.23,3.68,0,0,3.325,70.445,0,51.595,4377.068080441416
1,0,South East,Owned outright,448.7164,249.81,1,47.33,1.89,23.75,20.42,18.85,38.36,104.09,13.84,148.965,0,22.585,36.885,782.448076923077,36.2607223211775,499.367531963162,3285.955323601607
2,0,East Midlands,Mortgaged,648.7756,528.89,2,42.725,15.86,25.495,47.77,7.37,0.45,78.66,22.59,21.855,0,62.805,13.15,255.922307692308,79.5403829134153,602.31,2625.22149031287
2,0,Yorkshire,Owned outright,314.694,0,0,53.29,15.845,0,25.52,24.935,2.92,0,12.69,9.185,0,0,9.28,121.06,6.71624657140462,263.32,2966.7064042276584
2,1,North West,Rented,116.03,0,0,2.18,15.13,4.75,6.44,0,0,0,25,16.475,0,50,10.645,187.39,0,75.87,3808.351289730106
4,2,Yorkshire,Rented,211.62,84,2,62.165,0,0,49.8461538461538,9.325,3.635,108.5,10.85,68.19,0,9.695,20.305,255.690769230769,18.4222246035148,498.163461538462,2793.140725491482
3,0,Scotland,Owned outright,626.972,0,1,110.2,8.05,24.8603846153846,37.84,97.08,0,102.86,4.91,78.525,0,60.425,24.84,711.385,33.8027298686465,682.499477668881,6008.640425941225
2,0,Eastern,Mortgaged,796.47,591.62,2,40.345,46.04,0,66.08,32.06,0,87.635,9.02,61.6,0,21.5,56.835,456.18,144.967156418422,637.558726584496,3753.5108312838775
1,0,Yorkshire,Rented,82.192,0,0,5.94,8.495,39.99,222.09,3.445,0,43.155,27.425,25.67,0,72.64,2.695,453.905,2.5,264.84,3326.279924937462
2,0,Wales,Mortgaged,495.04,366.03,2,37.69,27,0,11.03,0.47,0,17.5,2.52,23.305,0,5.59,22.11,103.095,102.41887530695,345.272114437909,4409.722512873865
4,0,South West,Mortgaged,835.92,0,3,77.295,0,8.5,45.685,5.11,2.23,61.1,31.01,28.975,0,35.945,55.58,479.265769230769,223.984407389821,554.967863645163,4150.960495503695
1,0,East Midlands,Owned outright,448.304,607.72,1,7.435,0,0,15.16,16.05,6.88,76.425,11.49,86.035,0,22.92,37.81,312.97,30.2079776785714,445.585604672238,4013.69695167519
2,0,London,Mortgaged,392.315,323.12,2,46.92,0,12.495,27.66,85.05,0,22.4,4.38,57.84,0,53.03,40.495,463.165,54.4111417250276,451.48566244309,4548.360191196443
6,5,West Midlands,Mortgaged,1271.13,0,2,101.415,19.795,218.46,56.79,4.675,9.37,78.42,62.66,246.31,0,120.56,67.785,988.665,156.898383224659,979.035863661972,4509.134897455887
1,0,Yorkshire,Owned outright,214.992,0,0,36.94,0,0,29.85,10.42,0,5,4.15,29.795,0,0,14.02,124.86,22.3710589206975,145.596787100288,2756.538779421451
3,1,South East,Mortgaged,613.1112,828.53,1,75.54,25.525,54.375,30.865,8.28,7.465,105.845,7.81,53.32,0,24.05,264.64,527.62,115.599848045674,762.671232800551,4371.821385100315
1,0,West Midlands,Owned outright,111.54,0,0,41.42,19.69,0,61.07,2.07,0,27.9,4.73,3.52,0,3.05,17.08,193.272692307692,7.46,181.772290180687,3874.2597769196714
2,0,South West,Owned outright,307.302,0,0,52.44,0,92.15,39.99,3.965,1.14,65.5,11.26,33.01,0,15.53,17.09,308.19,25.2531214345861,311.628890322269,2968.9050194182123
4,2,West Midlands,Mortgaged,640.44,399.26,2,41.635,4.315,15.885,22.49,9.955,0,309.805,20.83,21.715,0,35.255,37.46,393.57,106.060736881719,629.199119398009,3868.463427780933
4,2,South East,Owned outright,500.52,574.16,2,49.875,5.1,16,17.4,3.42,0,36.64,5.77,449.305,0,6.17,21.08,420.74,40.4587800782122,677.7085,2581.024328130016
1,0,Scotland,Rented,86,0,0,20.745,0,0,3.75,2.34,3.39,21.2,3.08,280.44,0,4.14,2.65,409.535,20,168.135,3023.070902749149
3,1,Northern Ireland,Owned outright,277.24,291.25,1,75.725,10.565,4,47.17,2.895,0,10.5,15,67.23,7.5,42.3,8.715,270.205,24.9574812911114,165.272200047076,1318.0198382104709
2,0,South East,Rented,165.7,0,0,26.255,4.82,7.75,23,1.835,0,0,1.23,6.6,0,0,8,93.59,1.92,103.371697192464,4876.45353985967
3,1,East Midlands,Mortgaged,657.3056,479.11,2,37.63,74.055,3.135,19.25,6.05,0.625,64.055,16.08,40.355,0,67.095,19.33,185.02,94.3724960201089,410.628218885668,3641.43142509265
1,0,Wales,Mortgaged,236.75,0,1,3.215,9.645,23.0769230769231,16.04,0,0,0,6.92,4.2,0,0.25,10.475,77.21,66.1817088284396,126.702356186553,3046.5810947299674
1,0,London,Owned outright,170.94,0,0,35.64,4.845,0,34.24,1.09,6.725,5,3.1,9.04,0,14.2,17.435,116.945,11.9015324446262,121.815,4399.8537287799
2,0,Wales,Owned outright,487.682,0,0,82.695,6.235,32.975,7.47,333.05,0.49,37.85,10.62,54.045,0,103.815,13.535,500,201.594482439537,463.815598021474,3402.3819916468897
1,0,Scotland,Mortgaged,173.09,0,0,16.745,0,0,24.13,4,2.315,1.2,6.54,24.985,0,6,5.14258241758242,75.945,220.419900019833,140.893204363841,4547.185930810604
2,0,South East,Owned outright,198.44,0,0,49.615,3.285,0,17.17,1.58,0,10,5.26,18.485,0,17.6,3.315,180.705,18.8467398421189,180.065423223853,4092.472334582243
4,2,South East,Mortgaged,835.46,1002.68,1,96.74,0,80.24,35.865,266.785,7.575,132.59,26.615,47.88,100,120.895,70.605,856.42,157.288877197646,805.984410906932,3399.533785604581
1,0,Scotland,Mortgaged,605.39,794.17,1,30.405,0,0,18.31,19.485,0,124.94,19.62,106.18,0,12.05,24.43,417.06,137.577042493203,488.192785543326,3288.078986001574
